"codigo_de_solicitante","grado_academico","especialidad","institucion_educativa","annio_de_graduacion","indice_titulo"
735,Licenciatura,Letras,Universidad de El Salvador,"2019",1
738,Profesorado,Informática,Universidad de El Salvador- Santa Ana,"2011",1
715,Licenciatura,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2011",1
639,Profesorado,Computación,Universidad Católica de El Salvador,"2014",1
702,Licenciatura,Educación Inicial y Parvularia,Universidad Modular Abierta - regional San Miguel,"2017",1
745,Profesorado,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2019",1
516,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2012",1
366,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2019",1
769,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2019",1
779,Licenciatura,Educación Especial,Universidad Evangélica de El Salvador,"2009",1
763,Profesorado,Educación Inicial y Parvularia,Universidad Pedagógica de El Salvador,"2019",1
775,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2014",1
781,Licenciatura,Idioma Inglés,Universidad de Oriente,"2018",1
447,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador - San Vicente,"2013",1
777,Profesorado,Sistemas Informáticos,Universidad de Oriente,"2014",1
797,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2021",1
726,Licenciatura,Ciencias Comerciales,Universidad Capitán General Gerardo Barrios,"2007",1
780,Profesorado,Matemática,Universidad Pedagógica de El Salvador,"2019",1
805,Profesorado,Educación Básica,Universidad Centroamericana José Simeón Cañas,"2014",1
809,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de Occidente,"2008",1
813,Profesorado,Educación Básica,Universidad Pedagógica de El Salvador,"2014",1
828,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2011",1
751,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2011",1
830,Licenciatura,Lenguaje y Literatura,Universidad Modular Abierta,"2018",1
835,Licenciatura,Idioma Inglés,Universidad de Oriente,"2018",1
842,Licenciatura,Ciencias de la Educación,Universidad Monseñor Óscar Arnulfo Romero,"2006",1
836,Licenciatura,Matemática,Universidad Católica de El Salvador,"2020",1
847,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2020",1
742,Licenciatura,Matemática,Universidad de El Salvador- Santa Ana,"2019",1
434,Profesorado,Ciencias Sociales,Universidad Capitán General Gerardo Barrios - regional Usulután,"1999",1
864,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2020",1
870,Licenciatura,Idioma Inglés,Universidad de Oriente,"2014",1
874,Licenciatura,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2012",1
896,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2018",1
858,Licenciatura,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2021",1
902,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2009",1
400,Licenciatura,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2015",1
921,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2010",1
927,Licenciatura,Ciencias Comerciales,Universidad Doctor Andrés Bello - regional Sonsonate,"2011",1
942,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2020",1
958,Licenciatura,Matemática,Universidad de El Salvador - San Vicente,"2021",1
413,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2019",1
960,Licenciatura,Lenguaje y Literatura,Universidad Modular Abierta,"2017",1
979,Profesorado,Matemática,Universidad de El Salvador,"2014",1
985,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2009",1
983,Profesorado,Educación Inicial y Parvularia,Universidad Modular Abierta - regional San Miguel,"2018",1
1004,Profesorado,Educación Física,Universidad de El Salvador- Santa Ana,"2020",1
984,Licenciatura,Educación Física y Deportes,Universidad Pedagógica de El Salvador,"2018",1
729,Profesorado,Idioma Inglés,Universidad Centroamericana José Simeón Cañas,"2020",1
997,Profesorado,Educación Parvularia,Universidad Modular Abierta - regional Sonsonate,"2005",1
957,Licenciatura,"Educación Básica para I, II y III Ciclos",Universidad de El Salvador - San Vicente,"2021",1
768,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2007",1
1033,Licenciatura,Educación Básica,Universidad de Sonsonate,"2019",1
1038,Profesorado,Matemática,Universidad de El Salvador,"2016",1
1050,Profesorado,Idioma Inglés,Universidad de El Salvador - San Vicente,"2021",1
1044,Licenciatura,Mercadeo,Universidad Francisco Gavidia,"2008",1
1016,Profesorado,Educación Parvularia,Universidad de Oriente,"2019",1
1035,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2018",1
1056,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2020",1
1026,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2019",1
1081,Licenciatura,Educación Física,Universidad de El Salvador,"2012",1
490,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2021",1
1062,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2016",1
1091,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2016",1
1092,Licenciatura,Ciencias Sociales,Universidad Modular Abierta,"2012",1
1087,Profesorado,Idioma Inglés,Universidad Pedagógica de El Salvador,"2004",1
221,Licenciatura,Matemática,Universidad de Sonsonate,"2017",1
1094,Profesorado,Computación,Universidad Capitán General Gerardo Barrios - regional Usulután,"2014",1
1096,Profesorado,Educación Parvularia,Universidad de Oriente,"2003",1
1140,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2014",1
1137,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2017",1
788,Licenciatura,Educación Básica,Universidad de El Salvador,"2021",1
486,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2009",1
1170,Profesorado,Idioma Inglés,Universidad Centroamericana José Simeón Cañas,"2019",1
1165,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2018",1
1159,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2020",1
1183,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",1
1186,Profesorado,Electricidad,Universidad de Sonsonate,"2015",1
1194,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2019",1
1197,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2019",1
1195,Licenciatura,Ciencias Sociales,Universidad Salvadoreña Isaac Newton,"2008",1
1212,Licenciatura,Educación Física,Universidad de El Salvador,"2012",1
1180,Licenciatura,Idioma Inglés,Universidad Pedagógica de El Salvador,"2012",1
1162,Profesorado,Educación Inicial y Parvularia,Universidad Pedagógica de El Salvador,"2019",1
1077,Licenciatura,Educación Parvularia,Universidad Católica de El Salvador,"2010",1
1221,Licenciatura,"Educación Básica para I, II y III Ciclos",Universidad de El Salvador- Santa Ana,"2018",1
1205,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador - San Vicente,"2014",1
959,Profesorado,Educación Inicial y Parvularia,Universidad de El Salvador - San Miguel,"2019",1
1233,Profesorado,Formación Pedagógica,Universidad Católica de El Salvador,"2013",1
1201,Licenciatura,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2019",1
1227,Maestría,Idioma Inglés,Universidad Católica de El Salvador,"2019",1
716,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2019",1
1100,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2019",1
455,Maestría,Ciencias de la Educación,Universidad Centroamericana José Simeón Cañas,"2020",1
1247,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2010",1
1248,Licenciatura,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2018",1
1256,Profesorado,Idioma Inglés,Universidad Pedagógica de El Salvador,"2019",1
1255,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2018",1
1240,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2012",1
1260,Licenciatura,Idioma Inglés,Universidad Modular Abierta,"2020",1
1266,Licenciatura,Letras,Universidad de El Salvador,"2007",1
923,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2014",1
1286,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2019",1
1289,Profesorado,Computación,Universidad Capitán General Gerardo Barrios - regional Usulután,"2010",1
1292,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2019",1
1296,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2020",1
1301,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2017",1
1277,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"21/11/2011",1
1312,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2008",1
1295,Profesorado,Educación Inicial y Parvularia,Universidad de Oriente,"2018",1
988,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2021",1
1257,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2015",1
1357,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2009",1
856,Profesorado,Educación Parvularia,Universidad de El Salvador,"2008",1
1368,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2014",1
936,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Santa Ana,"2013",1
1387,Licenciatura,Lenguaje y Literatura,Universidad Modular Abierta,"2018",1
528,Profesorado,Computación,Universidad Capitán General Gerardo Barrios,"2016",1
1391,Profesorado,Computación,Universidad Capitán General Gerardo Barrios,"2013",1
1395,Profesorado,Educación Artística,Universidad de Oriente,"2018",1
1400,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2020",1
1399,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2021",1
416,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador- Santa Ana,"2012",1
1365,Profesorado,Ciencias Sociales,Universidad de El Salvador,"2001",1
1423,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2020",1
1431,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2005",1
1418,Profesorado,Ciencias Comerciales,Universidad Pedagógica de El Salvador,"2012",1
1244,Profesorado,Educación Parvularia,Universidad de El Salvador,"2011",1
1433,Licenciatura,Educación Especial,Universidad Evangélica de El Salvador,"2015",1
1436,Profesorado,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2009",1
585,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2010",1
1445,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2016",1
335,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2011",1
1343,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad Capitán General Gerardo Barrios,"2018",1
1451,Profesorado,Educación Media en el Campo de la Salud,Universidad Doctor Andrés Bello,"2016",1
758,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2012",1
1454,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2021",1
1469,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2021",1
1468,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2020",1
1477,Licenciatura,Enfermería,Instituto Especializado de Profesionales de la Salud - regional San Miguel,"2018",1
1149,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2003",1
1121,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Sonsonate,"2018",1
934,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2018",1
1486,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2010",1
501,Profesorado,Computación,Universidad Católica de El Salvador,"2012",1
1351,Licenciatura,Educación Parvularia,Universidad de Oriente,"2019",1
1457,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2018",1
1488,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2009",1
1048,Profesorado,Idioma Inglés,Universidad de El Salvador,"2015",1
1500,Licenciatura,Idioma Inglés,Universidad de Oriente,"2018",1
1511,Licenciatura,Ciencias Sociales,Universidad Tecnológica de El Salvador,"2003",1
1068,Licenciatura,Educación Parvularia,Universidad Francisco Gavidia,"2018",1
1206,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2006",1
1499,Licenciatura,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2007",1
1174,Profesorado,Lenguaje y Literatura,Universidad Centroamericana José Simeón Cañas,"2005",1
1401,Licenciatura,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2020",1
1540,Licenciatura,Educación Básica,Universidad de El Salvador- Santa Ana,"2016",1
1528,Licenciatura,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2019",1
1546,Licenciatura,Ciencias Sociales,Universidad Modular Abierta - regional Sonsonate,"2012",1
1549,Licenciatura,Idioma Inglés,Universidad Modular Abierta,"2018",1
1555,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2018",1
1217,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2019",1
1562,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios - regional Usulután,"2020",1
1498,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Sonsonate,"2013",1
1570,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2012",1
1573,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2018",1
1582,Profesorado,Lenguaje y Literatura,Universidad de El Salvador,"2013",1
1596,Profesorado,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2020",1
1598,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2012",1
1609,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2013",1
336,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2019",1
1595,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2007",1
314,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2021",1
1622,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2020",1
438,Maestría,Computación,Universidad de El Salvador - San Miguel,"2011",1
1630,Profesorado,"Educación Básica para I, II y III Ciclos",Universidad Pedagógica de El Salvador,"2013",1
1643,Profesorado,Matemática,Universidad de El Salvador- Santa Ana,"2012",1
1651,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2014",1
1538,Licenciatura,Idioma Inglés,Universidad de Oriente,"2021",1
251,Licenciatura,Matemática,Universidad Católica de El Salvador - Ilobasco,"2018",1
1674,Licenciatura,Administración Escolar,Universidad de El Salvador- Santa Ana,"2021",1
1684,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2019",1
1676,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2021",1
1671,Profesorado,Educación Inicial y Parvularia,Universidad de El Salvador - San Vicente,"2016",1
1694,Licenciatura,Idioma Inglés,Universidad de Oriente,"2015",1
1569,Profesorado,Ciencias Sociales,Universidad de El Salvador- Santa Ana,"2011",1
1113,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2008",1
1692,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2018",1
1688,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2017",1
1705,Licenciatura,Educación Básica para I y II Ciclos,Universidad Monseñor Óscar Arnulfo Romero,"2004",1
1704,Licenciatura,Educación Física,Universidad Pedagógica de El Salvador,"2021",1
937,Licenciatura,Idioma Inglés,Universidad Modular Abierta,"2013",1
1719,Profesorado,Matemática,Universidad de Oriente,"2017",1
1721,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2018",1
1709,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2019",1
1716,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2019",1
403,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2020",1
1489,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2019",1
1736,Profesorado,Lenguaje y Literatura,Universidad Capitán General Gerardo Barrios,"2020",1
1735,Licenciatura,Educación Física,Universidad Pedagógica de El Salvador,"2021",1
1733,Profesorado,Letras,Universidad Doctor Manuel Luis Escamilla,"1999",1
1529,Profesorado,Ciencias Sociales,Universidad Capitán General Gerardo Barrios,"1999",1
1691,Maestría,Lenguaje y Literatura,Universidad Doctor Andrés Bello,"2016",1
1729,Licenciatura,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2016",1
1239,Licenciatura,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2017",1
1739,Profesorado,Ciencias Sociales,Universidad Capitán General Gerardo Barrios - regional Usulután,"1999",1
1661,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2012",1
1747,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2017",1
1459,Profesorado,Educación Parvularia,Instituto Especializado de Educación Superior El Espíritu Santo,"2016",1
1641,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2019",1
982,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2017",1
1765,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2021",1
975,Licenciatura,Matemática,Universidad Pedagógica de El Salvador,"2021",1
1768,Licenciatura,Ciencias de la Educación,Universidad de El Salvador,"2014",1
1766,Profesorado,Ciencias Sociales,Universidad de El Salvador - San Miguel,"2006",1
1770,Profesorado,Educación Inicial y Parvularia,Universidad Pedagógica de El Salvador,"2018",1
1788,Licenciatura,Computación,Universidad de Oriente,"2013",1
749,Licenciatura,"Educación Básica para I, II y III Ciclos",Universidad de El Salvador - San Miguel,"2020",1
1797,Licenciatura,Idioma Inglés,Universidad de Oriente,"2015",1
521,Licenciatura,Matemática,Universidad de El Salvador - San Vicente,"2021",1
795,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2,011",1
1801,Licenciatura,Ciencias de la Educación,Universidad Monseñor Óscar Arnulfo Romero,"2015",1
1790,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador,"2,011",1
1811,Licenciatura,Psicología,Universidad de Oriente,"2008",1
1656,Profesorado,Ciencias Sociales,Universidad Pedagógica de El Salvador,"2004",1
1725,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2018",1
1800,Profesorado,Educación Parvularia,Universidad de El Salvador,"2007",1
1782,Licenciatura,Ciencias Sociales,Universidad de El Salvador - San Vicente,"2010",1
1834,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2009",1
1853,Licenciatura,Idioma Inglés,Universidad de Oriente,"2013",1
1860,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2019",1
1868,Profesorado,Educación Artística,Universidad de Oriente,"2020",1
1858,Licenciatura,Educación Básica para I y II Ciclos,Universidad Católica de El Salvador,"2018",1
894,Profesorado,Educación Básica para I y II Ciclos,Universidad Centroamericana José Simeón Cañas,"2009",1
1133,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2012",1
1880,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2011",1
1784,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de Oriente,"2020",1
1879,Licenciatura,Idioma Inglés,Universidad de Oriente,"2013",1
1887,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2019",1
1875,Licenciatura,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2019",1
1317,Ingeniería,Ingeniería en Sistemas,Universidad Tecnológica de El Salvador,"2005",1
1748,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2012",1
1184,Profesorado,Educación Media Técnica en Sistemas y Redes Informáticas,Universidad Católica de El Salvador,"2012",1
1911,Profesorado,Educación Física,Universidad Pedagógica de El Salvador,"2015",1
1840,Licenciatura,Ciencias de la Educación,Universidad de El Salvador - San Miguel,"10/12/2016",1
1904,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional Sonsonate,"2014",1
1845,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2019",1
1926,Profesorado,Idioma Inglés,Instituto Especializado de Educación Superior El Espíritu Santo,"2007",1
1122,Licenciatura,Ciencias Naturales,Universidad Pedagógica de El Salvador,"2018",1
1928,Profesorado,Educación Básica para I y II Ciclos,Universidad Católica de Occidente,"2003",1
1771,Profesorado,Educación Parvularia,Universidad Centroamericana José Simeón Cañas,"2010",1
1308,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2019",1
1948,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2019",1
1906,Profesorado,Educación Especial,Universidad Autónoma de Santa Ana,"2002",1
1950,Licenciatura,Ciencias Sociales,Universidad Panamericana - regional Ahuachapán,"2020",1
798,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2020",1
1943,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Miguel,"2015",1
1982,Profesorado,Formación Pedagógica,Universidad Monseñor Óscar Arnulfo Romero,"2013",1
1930,Licenciatura,Educación Parvularia,Universidad Modular Abierta,"2015",1
1976,Licenciatura,Ciencias de la Educación,Universidad de El Salvador- Santa Ana,"2004",1
679,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2011",1
1997,Licenciatura,Matemática,Universidad de El Salvador - San Miguel,"2017",1
1935,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2019",1
534,Profesorado,Educación Parvularia,Universidad de El Salvador,"2007",1
1881,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2016",1
1991,Licenciatura,Ciencias Sociales,Universidad Tecnológica de El Salvador,"2013",1
2003,Licenciatura,Educación Física,Universidad de El Salvador,"2012",1
1594,Licenciatura,Ciencias de la Educación,Universidad Pedagógica de El Salvador,"2015",1
1909,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2018",1
2014,Licenciatura,Psicología,Universidad de El Salvador - San Miguel,"2010",1
382,Licenciatura,Ciencias Sociales,Universidad de Sonsonate,"2019",1
1054,Profesorado,Educación Básica para I y II Ciclos,Universidad de Sonsonate,"2018",1
2034,Profesorado,Educación Parvularia,Universidad Centroamericana José Simeón Cañas,"2008",1
2052,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador - San Miguel,"2019",1
2040,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de Oriente,"2020",1
1981,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de Oriente,"2020",1
2056,Licenciatura,Educación Física,Universidad Pedagógica de El Salvador,"2019",1
1597,Licenciatura,Educación Parvularia,Universidad Modular Abierta - regional San Miguel,"2018",1
2067,Licenciatura,Ciencias Sociales,Universidad Modular Abierta - regional Santa Ana,"2010",1
2071,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2019",1
2031,Licenciatura,Educación Parvularia,Universidad de Oriente,"2016",1
2012,Licenciatura,Ciencias Naturales,Universidad de El Salvador- Santa Ana,"2006",1
560,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2014",1
1553,Licenciatura,Matemática,Universidad de El Salvador - San Vicente,"2021",1
2098,Licenciatura,Matemática,Universidad de Sonsonate,"2019",1
905,Licenciatura,Educación Física y Deportes,Universidad de El Salvador,"2012",1
537,Profesorado,Lenguaje y Literatura,Universidad Capitán General Gerardo Barrios,"2020",1
2138,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2012",1
2112,Profesorado,Matemática,Universidad de El Salvador,"2015",1
340,Licenciatura,Lenguaje y Literatura,Universidad de Sonsonate,"2013",1
520,Profesorado,Matemática,Universidad de Oriente,"1992",1
2147,Licenciatura,Lenguaje y Literatura,Universidad de El Salvador- Santa Ana,"2019",1
2146,Licenciatura,Idioma Inglés,Universidad de El Salvador,"2019",1
2149,Licenciatura,Educación Física,Universidad Pedagógica de El Salvador,"2021",1
2145,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2018",1
2151,Licenciatura,Idioma Inglés,Universidad de El Salvador- Santa Ana,"2019",1
1225,Profesorado,Educación Media Técnica en la Especialidad de Mantenimiento de Computadoras,Universidad Pedagógica de El Salvador,"2015",1
2164,Profesorado,Matemática,Universidad de Oriente,"2019",1
2158,Licenciatura,Idioma Inglés,Universidad Capitán General Gerardo Barrios,"2020",1
2055,Profesorado,Matemática para III Ciclo de Educación Básica y Media,Universidad de El Salvador - San Miguel,"2020",1
2186,Licenciatura,Educación Básica para I y II Ciclos,Universidad de El Salvador- Santa Ana,"2019",1
789,Maestría,Salud,Universidad de El Salvador - San Miguel,"2016",1
2114,Maestría,Computación,Universidad de Oriente,"2011",1
1848,Profesorado,Educación Parvularia,Universidad de El Salvador,"2011",1
2195,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2020",1
2199,Licenciatura,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2016",1
731,Profesorado,Matemática,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",1
2214,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2016",1
2221,Profesorado,Matemática,Universidad Capitán General Gerardo Barrios,"2020",1
1707,Profesorado,Educación Especial,Universidad Capitán General Gerardo Barrios - regional Usulután,"2013",1
2224,Maestría,Ciencias de la Educación,Universidad Doctor Andrés Bello - regional Chalatenango,"2019",1
2237,Profesorado,Lenguaje y Literatura,Universidad Pedagógica de El Salvador,"2017",1
1208,Profesorado,Matemática,Universidad de Oriente,"30-06-2016",1
2245,Licenciatura,Lenguaje y Literatura,Universidad de Sonsonate,"2019",1
2261,Profesorado,Educación Básica para I y II Ciclos,Instituto Especializado de Educación Superior El Espíritu Santo,"2013",1
674,Licenciatura,Computación,Universidad de Oriente,"2013",1
2266,Licenciatura,Idioma Inglés,Universidad Católica de El Salvador,"2015",1
2126,Licenciatura,Idioma Inglés,Universidad Tecnológica de El Salvador,"2021",1
467,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2019",1
258,Maestría,Matemática,Universidad Centroamericana José Simeón Cañas,"2020",1
1898,Licenciatura,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2016",1
2276,Profesorado,Matemática,Universidad de El Salvador - San Miguel,"2014",1
539,Licenciatura,Educación Parvularia,Universidad Pedagógica de El Salvador,"2013",1
2288,Profesorado,Matemática,Universidad de El Salvador,"2013",1
2281,Profesorado,Educación Básica para I y II Ciclos,Universidad de El Salvador - San Vicente,"2010",1
2275,Profesorado,Educación Parvularia,Universidad Pedagógica de El Salvador,"2006",1
2291,Maestría,Computación,Universidad Doctor Andrés Bello,"2020",1
2137,Profesorado,Educación Básica para I y II Ciclos,Universidad Pedagógica de El Salvador,"2013",1
